taxon,palgalans,nonlb,water,raptor,cor1,alcedin,pici,par+,psit,psitac,sub1,furn1,furn2,furn3,thm1,thm2,sub2,sub3,tyr1,tyr2,tyr3,tyr4,osc1,osc2,osc3
PSITTACIFORMES_Psittaculidae_Cyanoramphus forbesi,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Cyanoramphus hochstetteri,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Cyanoramphus novaezelandiae,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Cyanoramphus saisseti,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Cyanoramphus unicolor,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Cyanoramphus malherbi,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Pezoporus flaviventris,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Pezoporus wallicus,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Pezoporus occidentalis,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Neopsephotus bourkii,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Neophema chrysostoma,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Neophema chrysogaster,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Neophema elegans,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Neophema petrophila,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Neophema pulchella,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Neophema splendida,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Oreopsittacus arfaki,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Charmosyna amabilis,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Charmosyna josefinae,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Charmosyna multistriata,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Charmosyna meeki,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Charmosyna margarethae,,,,,,,,1,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Charmosyna pulchella,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Charmosyna palmarum,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Charmosyna placentis,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Charmosyna papou,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Charmosyna rubronotata,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Charmosyna rubrigularis,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Charmosyna toxopei,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Charmosyna wilhelminae,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Vini australis,,,,,,,1,1,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Vini kuhlii,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Vini peruviana,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Vini stepheni,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Vini ultramarina,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Phigys solitarius,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Neopsittacus pullicauda,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Neopsittacus musschenbroekii,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Parvipsitta porphyrocephala,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Parvipsitta pusilla,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Lorius albidinucha,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Lorius chlorocercus,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Lorius domicella,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Lorius garrulus,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Lorius hypoinochrous,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Lorius lory,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Chalcopsitta atra,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Chalcopsitta duivenbodei,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Chalcopsitta scintillata,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_chalcopsitta cardinalis,,,,,,,,1,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Pseudeos fuscata,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Psitteuteles versicolor,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Psitteuteles goldiei,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Psitteuteles iris,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Eos bornea,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Eos cyanogenia,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Eos histrio,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Eos reticulata,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Eos semilarvata,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Eos squamata,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Trichoglossus haematodus,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Trichoglossus euteles,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Trichoglossus chlorolepidotus,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Trichoglossus flavoviridis,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Trichoglossus capistratuss,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Trichoglossus forsteni,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Trichoglossus moluccanus,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Trichoglossus rubritorquis,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Trichoglossus rosenbergii,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Trichoglossus johnstoniae,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Trichoglossus ornatus,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Trichoglossus rubiginosus,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Trichoglossus weberi,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Glossopsitta concinna,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Melopsittacus undulatus,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Psittaculirostris desmarestii,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Psittaculirostris edwardsii,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Psittaculirostris salvadorii,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Cyclopsitta diophthalma,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Cyclopsitta gulielmitertii,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Bolbopsittacus lunulatus,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Loriculus beryllinus,,,,,,,,1,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Loriculus amabilis,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Loriculus aurantiifrons,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Loriculus exilis,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Loriculus pusillus,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Loriculus sclateri,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Loriculus stigmatus,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Loriculus tener,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Loriculus philippensis,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Loriculus catamene,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Loriculus galgulus,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Loriculus vernalis,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Agapornis fischeri,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Agapornis canus,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Agapornis lilianae,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Agapornis nigrigenis,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Agapornis pullarius,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Agapornis swindernianus,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Agapornis taranta,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Agapornis personatus,,,,,,,,,,1,,,,,,,,,,,,,,,
PSITTACIFORMES_Psittaculidae_Agapornis roseicollis,,,,,,,,1,,1,,,,,,,,,,,,,,,
PASSERIFORMES-Acanthisittidae_Acanthisittidae_Acanthisitta chloris,,, , , , , , , ,1,1,  , ,  ,  , , , ,  , , ,  , ,  , 
PASSERIFORMES-Acanthisittidae_Acanthisittidae_Xenicus gilviventris,,,,,1,,, ,,,1,,,,,,,,,,,,,,
PASSERIFORMES-suboscine_Sapayoidae_sapayoa aenigma,,, ,1, , , , , ,1,1,,,,,,,,,,,,,,
PASSERIFORMES-suboscine_Philepittidae_Philepitta schlegeli,,,,,,,,,,,1,1, ,,,,,,,,,,,,
PASSERIFORMES-suboscine_Philepittidae_philepitta castanea,,,,,,,,1,,,1,,,,,,,,,,,,,,
PASSERIFORMES-suboscine_Philepittidae_Neodrepanis coruscans,,,,1,,,,,,,1,,1,,,,,,,,,,,,
PASSERIFORMES-suboscine_Philepittidae_Neodrepanis hypoxantha,,,,,,1,,,,,1,,,,,,,,,,,,,,
PASSERIFORMES-suboscine_Eurylaimidae_Pseudocalyptomena graueri,,,,,,,,,,,1,,,1,,,,,,,,,,,
PASSERIFORMES-suboscine_Eurylaimidae_Psarisomus dalhousiae,,,,,1,,,,,,1,,,,,,,,,,,,,,
PASSERIFORMES-suboscine_Eurylaimidae_Corydon sumatranus,,,,,,,,,,,1,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Eurylaimidae_Serilophus lunatus,,,,,,,1,,,,1,,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Eurylaimidae_Cymbirhynchus macrorhynchos,,,,,,,,,,,1,,,,,,1,,,,,,,,
PASSERIFORMES-suboscine_Eurylaimidae_Eurylaimus javanicus,,,,,,,,,1,,1,,,,,,,1,,,,,,,
PASSERIFORMES-suboscine_Eurylaimidae_Eurylaimus steerii,,,,,,,,,,,1,,,,,,,,,1,,,,,
PASSERIFORMES-suboscine_Eurylaimidae_eurylaimus ochromalus,,,,,,,,,,,1,,,,,,,,1,,,,,,
PASSERIFORMES-suboscine_Calyptomenidae_Smithornis sharpei,,,,,,,,,,,1,1,,,,,,,,,,,,,
PASSERIFORMES-suboscine_Calyptomenidae_Smithornis capensis,,,,,,,,,,,1,,,,,,,,,,1,,,,
PASSERIFORMES-suboscine_Calyptomenidae_smithornis rufolateralis,,,,,,1,,,,,1,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Calyptomenidae_Calyptomena hosii,,,,,,,,,,,1,,,,,,,,,,,,1,,
PASSERIFORMES-suboscine_Calyptomenidae_Calyptomena whiteheadi,,,,,,,,,,,1,,,,,,,,,,,,,1,
PASSERIFORMES-suboscine_Calyptomenidae_calyptomena viridis,,,,,,,,,,,1,,,,,,,,,,,,,,1
PASSERIFORMES-suboscine_Pittidae_Pitta caerulea,,,,,1,,,1,,,1,,,,,,,,,,,,,,
PASSERIFORMES-suboscine_Pittidae_Pitta venusta,,,,,,,,,,,1,,1,,,,,,,,,,,,
PASSERIFORMES-suboscine_Pittidae_Pitta sordida,,,,,,,,,,,1,,,1, ,,,,,,,,,,
PASSERIFORMES-suboscine_Pittidae_Pitta baudii,,,,,,,1,,,,1,,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Pittidae_Pitta superba,,,,,,,,,,,1,,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Pittidae_Pitta brachyura,,,,,,,,,,,1,,,,,,1,,,,,,,,
PASSERIFORMES-suboscine_Pittidae_Pitta cyanea,,,,,,,,,,,1,,,,,,,1,,,,,,,
PASSERIFORMES-suboscine_Pittidae_Pitta anerythra,,,,,,,,,,,1,,,,,,,,1,,,,,,
PASSERIFORMES-suboscine_Pittidae_Pitta elegans,,,,,,,,,,,1,,,,,,,,,1,,,,,
PASSERIFORMES-suboscine_Pittidae_Pitta iris,,,,,,,,,,,1,,,,,,,,,,1,,,,
PASSERIFORMES-suboscine_Pittidae_Pitta schwaneri,,,,,,,,,,,1,,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Pittidae_Pitta soror,,,,,,,,,,,1,,,,,,,,,,,,1, , 
PASSERIFORMES-suboscine_Pittidae_Pitta megarhyncha,,,,,,,,1,,,1,,,,,,,,,,,,,1,
PASSERIFORMES-suboscine_Pittidae_Pitta angolensis,,,,,,,,,,,1,,,,,,,,,,,,,,1
PASSERIFORMES-suboscine_Pittidae_Pitta oatesi,,,,,,,,,,,1,,,,,,,,,,,,,,
PASSERIFORMES-suboscine_Pittidae_Pitta granatina,,,,,,,,,,,1,,,,,,,,,,,,,,
PASSERIFORMES-suboscine_Pittidae_Pitta kochi,,,,,,,,,,,1,,,,,,,,,,,,,,
PASSERIFORMES-suboscine_Pittidae_Pitta steerii,,,,,,,,,,,1,,,,,,,,,,,,,,
PASSERIFORMES-suboscine_Pittidae_Pitta versicolor,,,,,,,,,,,1,,,,,,,,,,,,,,
PASSERIFORMES-suboscine_Pittidae_Pitta arquata,,,,,,,,,,,1,,,,,,,,,,,,,,
PASSERIFORMES-suboscine_Pittidae_Pitta phayrei,,,,,,,,,,,1,,,,,,,,,,,,,,
PASSERIFORMES-suboscine_Pittidae_Pitta maxima,,,,,,,,,,,1,,,,,,,,,,,,,,
PASSERIFORMES-suboscine_Pittidae_Pitta moluccensis,,,,,,,,,,,1,,,,,,,,,,,,,,
PASSERIFORMES-suboscine_Pittidae_Pitta reichenowi,,,,,,,,,,,1,,,,,,,,,,,,,,
PASSERIFORMES-suboscine_Pittidae_pitta erythrogaster,,,,,,,,,,1,1,,,,,,,,,,,,,,
PASSERIFORMES-suboscine_Pittidae_pitta guajana,,,,,,,,,,,1,,,,,,,,,,,,,,
PASSERIFORMES-suboscine_Pittidae_Pitta nipalensis,,,,,,,1,,,,1,,,,,,,,,,,,,,
PASSERIFORMES-suboscine_Pittidae_Pitta gurneyi,,,,1,,,,,,,1,,,,,,,,,,,,,,
PASSERIFORMES-suboscine_Pittidae_Pitta elliotii,,,,,1,,,,1,,1,,,,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Sclerurus caudacutus,,,,,1,,, , , ,1,1,,,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Sclerurus scansor,,,,,,,,,,,,1,1,,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Sclerurus albigularis,,,,,,,,,,,,1,,1,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Sclerurus guatemalensis,,,,,,,,,,,,1,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_sclerurus rufigularis,,,,,,,,,,,,1,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Sclerurus mexicanus,,,,,,,,,,,,1,,,,,1,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Geositta isabellina,,,,,,,,,,,,1,,,,,,1,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Geositta peruviana,,,,,,,,,,,,1,,,,,,,1,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Geositta tenuirostris,,,,,,,,,,,,1,,,,,,,,1,,,,,
PASSERIFORMES-suboscine_Furnariidae_Geositta antarctica,,,,,,,,,,,,1,,,,,,,,,1,,,,
PASSERIFORMES-suboscine_Furnariidae_Geositta poeciloptera,,,,,,,,,,,,1,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Furnariidae_Geositta punensis,,,,,,,,,,,,1,,,,,,,,,,,1,,
PASSERIFORMES-suboscine_Furnariidae_Geositta cunicularia,,,,,,,,,,,,1,,,,,,,,,,,,1,
PASSERIFORMES-suboscine_Furnariidae_Geositta maritima,,,,,,,,,,,,1,,,,,,,,,,,,,1
PASSERIFORMES-suboscine_Furnariidae_Geositta saxicolina,,,,,,,,,,,,1,,,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Geositta crassirostris,,,,,,,,,,,,1,,,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Geositta rufipennis,,,,,,,,,,,,1,,,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Certhiasomus stictolaemus,,,,,,,,,,,,1,,,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Sittasomus griseicapillus,,,,,,,,,,,,1,,,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Deconychura longicauda,,,,,,,,,,,,1,,,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Dendrocincla anabatina,,,,,,,,,,,,1,,,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Dendrocincla fuliginosa,,,,,,,,,,,,1,,,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Dendrocincla homochroa,,,,,,,,,,,,1,,,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Dendrocincla turdina,,,,,,,,,,,,1,,,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Dendrocincla tyrannina,,,,,,,,,,,,1,,,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Dendrocincla merula,,,,,,,,,,,,1,,,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Glyphorynchus spirurus,,,,,,,,,,,,1,,,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Dendrexetastes rufigula,,,,,,,,,,,,1,,,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Nasica longirostris,,,,,,,,,,,,1,,,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Dendrocolaptes certhia,,,,,,,,,,,,1,1, ,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Dendrocolaptes hoffmannsi,,,,,,,,,,,,1,,,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Dendrocolaptes platyrostris,,,,,,,,,,,,1,,,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Dendrocolaptes picumnus,,,,,,,,,,,,1,,,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_dendrocolaptes sanctithomae,,,,,,,,,,,,1,,1,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Hylexetastes perrotii,,,,,,,,,,,,1,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Hylexetastes stresemanni,,,,,,,,,,,,1,,,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Xiphocolaptes major,,,,,,,,,,,,1,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Xiphocolaptes albicollis,,,,,,,,,,,,1,,,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Xiphocolaptes promeropirhynchus,,,,,,,,,,,,1,,,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Xiphocolaptes falcirostris,,,,,,,,,,,,1,,,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Xiphorhynchus guttatus,,,,,,,,,,,,1,,,,,1,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Xiphorhynchus elegans,,,,,,,,,,,,1,,,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Xiphorhynchus erythropygius,,,,,,,,,,,,1,,,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Xiphorhynchus lachrymosus,,,,,,,,,,,,1,,,,,,1,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Xiphorhynchus ocellatus,,,,,,,,,,,,1,,,,,,,1,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Xiphorhynchus flavigaster,,,,,,,,,,,,1,,,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Xiphorhynchus fuscus,,,,,,,,,,,,1,,,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Xiphorhynchus obsoletus,,,,,,,,,,,,1,,,,,,,,1,,,,,
PASSERIFORMES-suboscine_Furnariidae_Xiphorhynchus susurrans,,,,,,,,,,,,1,,,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Xiphorhynchus triangularis,,,,,,,,,,,,1,,,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Xiphorhynchus pardalotus,,,,,,,,,,,,1,,,,,,,,,1,,,,
PASSERIFORMES-suboscine_Furnariidae_Xiphorhynchus spixii,,,,,,,,,,,,1,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Furnariidae_Dendroplex kienerii,,,,,,,,,,,,1,1,1,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Dendroplex picus,,,,,,,,,,,,1,,,,,,,,,,,1,,
PASSERIFORMES-suboscine_Furnariidae_Campylorhamphus procurvoides,,,,,,,,,,,,1,,,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Campylorhamphus pusillus,,,,,,,,,,,,1,,,,,,,,,,,,1,
PASSERIFORMES-suboscine_Furnariidae_Campylorhamphus trochilirostris,,,,,,,,,,,,1,,,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Campylorhamphus falcularius,,,,,,,,,,,,1,,,,,,,,,,,,,1
PASSERIFORMES-suboscine_Furnariidae_Drymotoxeres pucheranii,,,,,,,,,,,,1,,,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Drymornis bridgesii,,,,,,,,,,,,1,,,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Lepidocolaptes souleyetii,,,,,,,,,,,,1,,,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Lepidocolaptes layardi,,,,,,,,,,,,1,,,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Lepidocolaptes lacrymiger,,,,,,,,,,,,1,1,,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Lepidocolaptes affinis,,,,,,,,,,,,1,,1,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Lepidocolaptes fuscicapillus,,,,,,,,,,,,1,,,1,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Lepidocolaptes albolineatus,,,,,,,,,,,,1,,,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Lepidocolaptes angustirostris,,,,,,,,,,,,1,,,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Lepidocolaptes fatimalimae,,,,,,,,,,,,1,,,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Lepidocolaptes leucogaster,,,,,,,,,,,,1,,,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Lepidocolaptes squamatus,,,,,,,,,,,,1,,,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Lepidocolaptes falcinellus,,,,,,,,,,,,1,,,,1,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Xenops tenuirostris,,,,,,,,,,,,1,,,,,,1,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Xenops rutilans,,,,,,,,,,,,1,,,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_xenops minutus,,,,,,,,,,,,1,,,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Berlepschia rikeri,,,,,,,,,,,,1,,,,,,,1,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Microxenops milleri,,,,,,,,,,,,1,,,,,,,,1,,,,,
PASSERIFORMES-suboscine_Furnariidae_Pygarrhichas albogularis,,,,,,,,,,,,1,,,,,,,,,1,,,,
PASSERIFORMES-suboscine_Furnariidae_Ochetorhynchus ruficaudus,,,,,,,,,,,,1,,,,,,,,,,1,,,
PASSERIFORMES-suboscine_Furnariidae_Ochetorhynchus melanurus,,,,,,,,,,,,1,,,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Ochetorhynchus phoenicurus,,,,,,,,,,,,1,,,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Ochetorhynchus andaecola,,,,,,,,,,,,1,,,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Pseudocolaptes boissonneautii,,,,,,,,,,,,1,,,,,,,,,,,1,,
PASSERIFORMES-suboscine_Furnariidae_Pseudocolaptes lawrencii,,,,,,,,,,,,1,,,,,,,,,,,,,
PASSERIFORMES-suboscine_Furnariidae_Premnornis guttuliger,,,,,,,,,,,,1,,,,,,,,,,,,1,
